Run	pheno	Project	MIC	pdst_method1	pdst_method2	pdst_method3	pdst_classification	country	Lineage	Sublineage
ERR4810987	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4810988	R	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4810989	R	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4810990	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4810991	R	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4810992	R	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4810993	R	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4810994	R	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4810995	R	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4810996	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.4.2
ERR4810997	R	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4810998	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811000	R	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811001	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.5
ERR4811002	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.5
ERR4811003	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.5
ERR4811004	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811005	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.5
ERR4811006	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	NA	NA
ERR4811007	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.2.2
ERR4811008	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811010	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811012	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.5
ERR4811014	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811018	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811019	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
